Bankrupt?, ROA(C) before interest and depreciation before interest, Operating Gross Margin, Operating Profit Rate, Current Ratio, Quick Ratio, Long-term Liability to Current Assets, Liability to Equity, Equity to Liability,,,0.015106556
0,0.488811973,0.623985644,0.999043038,0.016748154,0.014515519,0,0.278094433,0.038593594,,,
0,0.532394092,0.608865795,0.999072271,0.021116939,0.017508082,0,0.277881627,0.040479512,,,
0,0.525032906,0.619330057,0.99906557,0.006356922,0.004830397,0.004965711,0.279907719,0.028753559,,,
0,0.489543216,0.607539745,0.999009067,0.007561287,0.005371266,0.018706805,0.287817191,0.01760103,,,
0,0.512553015,0.603900316,0.999034372,0.005111997,0.003686273,0.007317265,0.285324658,0.01932684,,,
0,0.481938283,0.618811168,0.998938237,0.003534466,0.002341897,0.045094957,0.282224197,0.023065359,,,
0,0.540145274,0.625599965,0.999143217,0.007399041,0.006731862,0,0.277653928,0.042796436,,,
0,0.523034173,0.607164992,0.999074813,0.029896319,0.020715246,0.002737093,0.275822084,0.095087239,,,
0,0.505923073,0.602869744,0.99897163,0.017272333,0.009065025,0.003705961,0.276912875,0.053610323,,,
1,0.432749963,0.604015624,0.998895484,0.00656285,0.004555907,0.000655228,0.285787624,0.018947709,,,
0,0.480622045,0.617867078,0.999021893,0.006055519,0.004507247,0.033111667,0.288330599,0.017323836,,,
0,0.480085799,0.597904265,0.998972901,0.007285469,0.004593337,0.007683348,0.280642356,0.026470938,,,
0,0.474674597,0.605291226,0.998967817,0.020259531,0.017790682,0,0.276091,0.078900322,,,
0,0.464485936,0.596261116,0.998955453,0.009240533,0.005203453,0.001690719,0.28131862,0.02481635,,,
0,0.489348218,0.606213696,0.998957302,0.006749433,0.004281417,0.090913785,0.279990835,0.028463617,,,
0,0.47769707,0.619863359,0.999013111,0.004332592,0.002724311,0.015258206,0.282531595,0.022562823,,,
0,0.463169697,0.601550902,0.998944476,0.008524154,0.005827917,0.026775579,0.282683497,0.022328747,,,
0,0.4685809,0.598898802,0.998959844,0.01747202,0.012711997,0.005596304,0.278863834,0.033376274,,,
0,0.476673329,0.592499171,0.998880347,0.009318536,0.006739348,0,0.277774511,0.041526973,,,
0,0.521620436,0.620454316,0.999115486,0.012788728,0.007297685,0.016120089,0.278388125,0.036346483,,,
0,0.50514308,0.602783263,0.998981567,0.008302626,0.005176004,0.019940276,0.27644522,0.065110879,,,
0,0.488616975,0.609672956,0.999004098,0.011206829,0.00580234,0.016682126,0.279649715,0.029715376,,,
0,0.512991761,0.596780005,0.998991966,0.01045613,0.005496658,0.016289548,0.278746133,0.034046443,,,
0,0.529859114,0.63760648,0.999098501,0.009097632,0.005575262,0.001075965,0.277826354,0.041011104,,,
0,0.474187101,0.620526384,0.99902559,0.01893785,0.015881106,0,0.276063061,0.080288803,,,
0,0.496806903,0.602848124,0.999004907,0.019968112,0.015493701,0,0.277751545,0.041761066,,,
0,0.52688539,0.619575088,0.999092145,0.007234299,0.005011934,0.002686557,0.279356029,0.030939423,,,
0,0.484278263,0.605183125,0.998973825,0.008298882,0.006108646,0.020497356,0.287649105,0.01769655,,,
0,0.513820504,0.602682368,0.999017617,0.005926347,0.004515981,0.003507579,0.282669123,0.022350515,,,
0,0.48340077,0.615928451,0.998878499,0.004255213,0.002811025,0.061632854,0.282494382,0.022621556,,,
0,0.538439039,0.622919039,0.99912473,0.009475165,0.008880992,0,0.2768722,0.054415661,,,
0,0.502705601,0.605752461,0.999042576,0.024371219,0.017612887,0.017863559,0.277782923,0.041442091,,,
0,0.49602691,0.601089667,0.998949907,0.016051744,0.008123026,0.003020747,0.277301777,0.047172597,,,
1,0.504363087,0.604858819,0.999059792,0.005892025,0.003171605,0.008580543,0.28690626,0.018150152,,,
1,0.470677132,0.597652027,0.999009645,0.003568164,0.002137277,0.085096596,0.287759581,0.017633492,,,
0,0.496124409,0.607323542,0.999057135,0.007311054,0.00366631,0.068394024,0.2803086,0.027434088,,,
0,0.522741676,0.606120007,0.999064645,0.007216202,0.004181602,0.035397305,0.280094111,0.028115753,,,
0,0.446302345,0.595771055,0.998894906,0.006906687,0.003300116,0.029706188,0.2778584,0.04070064,,,
0,0.438746161,0.595662953,0.998905999,0.005027129,0.003975735,0,0.281407186,0.0246243,,,
0,0.503241847,0.603893109,0.999001672,0.010437409,0.006787384,0.006070025,0.279018663,0.032550096,,,
0,0.454199776,0.595064789,0.998916976,0.027990552,0.021498165,0,0.275458386,0.134800925,,,
0,0.479354556,0.598574497,0.998970128,0.021936905,0.015549847,0,0.276085594,0.079164708,,,
0,0.550723931,0.604642615,0.999118837,0.009986864,0.004780489,0.004673949,0.276612255,0.060363648,,,
0,0.501194365,0.60146442,0.998978909,0.015552526,0.006925877,0,0.276514084,0.063048887,,,
0,0.485594501,0.603237291,0.99907932,0.009649268,0.007266493,0.033306758,0.280859575,0.025899989,,,
0,0.479452055,0.600368988,0.998968625,0.010814943,0.004560274,0.025929562,0.278752406,0.034009748,,,
0,0.484229513,0.605406535,0.999007218,0.010081716,0.008068752,0.001282253,0.278398169,0.036275918,,,
0,0.384926632,0.586265296,0.998684264,0.003223079,0.002215257,0,0.280573065,0.02666192,,,
0,0.479354556,0.606682137,0.998995317,0.005495771,0.004577117,0.022965047,0.281931582,0.023583315,,,
0,0.450397309,0.594639588,0.998905537,0.00975036,0.005754928,0.016590223,0.279035542,0.032463577,,,
0,0.517184225,0.606307384,0.999007449,0.013496994,0.010441217,0.005280779,0.277119882,0.049928016,,,
0,0.492663189,0.604022831,0.998968279,0.014219612,0.012906011,8010000000,0.277805107,0.041220454,,,
0,0.500073124,0.613312386,0.999125192,0.075811308,0.045854144,0.020364014,0.277623011,0.043138683,,,
0,0.504753083,0.605132677,0.999040265,0.006092337,0.002189056,0.040176777,0.280654464,0.026438018,,,
0,0.527616633,0.602869744,0.998972207,0.005032122,0.00382539,0.012765573,0.279588036,0.029960292,,,
0,0.532979086,0.605356088,0.999071809,0.014816802,0.013050118,0.006304276,0.277375631,0.046160025,,,
0,0.524204163,0.605644359,0.999035758,0.007988743,0.006182883,0.007302703,0.281134303,0.025232932,,,
0,0.506508068,0.611914268,0.999104856,0.018818038,0.008826718,0.002197436,0.277537511,0.044123749,,,
0,0.530736606,0.610422462,0.999072618,0.012512285,0.007280842,0.003551464,0.278785972,0.033815308,,,
0,0.470287135,0.600376195,0.998964466,0.007841473,0.004731206,0,0.27856521,0.035155797,,,
1,0.470140886,0.597306101,0.998903688,0.004984696,0.002356869,0.013818773,0.282784084,0.022178574,,,
0,0.516306732,0.605802909,0.999085328,0.011156283,0.007199119,0.036264291,0.279317453,0.031111722,,,
0,0.508311802,0.605817322,0.999072965,0.012110415,0.007444912,0.045083983,0.280055247,0.02824509,,,
0,0.477209574,0.601976102,0.99902351,0.017043941,0.011252834,0.017988576,0.277615794,0.043219622,,,
0,0.468142154,0.598495222,0.998963426,0.012264548,0.009031338,0.019003482,0.281693674,0.024036294,,,
0,0.50855555,0.603532769,0.999005485,0.015416489,0.011377602,0.014870786,0.281101244,0.02531018,,,
0,0.488665724,0.601918448,0.999030443,0.013795277,0.01162901,0,0.276586595,0.061038819,,,
0,0.469555891,0.597716888,0.998956493,0.017150649,0.012723226,0.008597547,0.27868401,0.034416055,,,
0,0.500121874,0.600455469,0.99906245,0.006938512,0.00411298,0.003770438,0.277774966,0.041522366,,,
0,0.567055038,0.604397584,0.999070423,0.019606179,0.014148701,0,0.276796149,0.056004525,,,
0,0.463364696,0.598704219,0.999013111,0.006050527,0.003950781,0.040951453,0.288862482,0.017057834,,,
0,0.492858187,0.601594142,0.999012649,0.026150932,0.018433237,0.033027592,0.277206231,0.04857047,,,
0,0.493248184,0.605572291,0.999038069,0.018990892,0.014164297,0.00658241,0.277581548,0.043609135,,,
0,0.479890801,0.598142089,0.998908194,0.003609349,0.002354374,0.001229794,0.278496539,0.035604411,,,
0,0.546677717,0.612858358,0.999101967,0.007304813,0.006446767,0.019734533,0.278750521,0.034020764,,,
0,0.479354556,0.593299125,0.998889707,0.012185297,0.008117412,0.019815638,0.279399712,0.03074771,,,
0,0.520742943,0.606386659,0.999001325,0.017002131,0.013270334,0.016575946,0.278288477,0.037067902,,,
0,0.480622045,0.603900316,0.998990117,0.016293865,0.013822433,0,0.277109701,0.050094454,,,
0,0.485350753,0.600426642,0.998958919,0.059831951,0.050637128,0.026782278,0.27775305,0.041745616,,,
0,0.528884122,0.605968665,0.999107398,0.013518835,0.00675432,0.042760111,0.2794693,0.030449535,,,
0,0.488811973,0.60355439,0.999019004,0.007578135,0.006670726,0.016529678,0.278608096,0.034883592,,,
0,0.527616633,0.604952507,0.999065223,0.010020562,0.008503569,0,0.277468605,0.044961601,,,
0,0.517184225,0.604015624,0.99902871,0.010687642,0.008453038,0.011538641,0.278926763,0.033033209,,,
0,0.5200117,0.609881953,0.999098732,0.012939117,0.007454893,0,0.277698882,0.042311317,,,
0,0.529566616,0.609233342,0.999080937,0.013616182,0.008559091,0.005235874,0.279323055,0.031086523,,,
0,0.480378297,0.600750948,0.998974865,0.007372832,0.006163544,0,0.27842007,0.036123352,,,
1,0.456101009,0.597630407,0.998937659,0.006351306,0.004608933,0.001666522,0.286550666,0.018387382,,,
0,0.546482718,0.604952507,0.999088679,0.014774993,0.010567857,0.031302456,0.278298303,0.036994997,,,
0,0.529566616,0.603367013,0.99904454,0.011063928,0.007047525,0.024939166,0.279015957,0.032564028,,,
0,0.469165895,0.600383401,0.999022008,0.021069513,0.017317811,0.010774416,0.278314669,0.036874447,,,
0,0.445522352,0.600642846,0.998996935,0.01698341,0.014125619,0.014404075,0.281645879,0.02413103,,,
0,0.507970555,0.602927399,0.998989886,0.013042081,0.009138015,0.014869964,0.279250348,0.031418388,,,
0,0.502218106,0.601334698,0.999039918,0.025146255,0.020226778,0,0.27583106,0.094424795,,,
0,0.483742017,0.597889851,0.99897706,0.032568385,0.023991656,0.015296845,0.279763789,0.029278076,,,
0,0.465314678,0.59378198,0.998960537,0.007398417,0.005028778,0.00566343,0.27815255,0.038118745,,,
0,0.533417833,0.59894925,0.999003405,0.020524741,0.015621588,0,0.276644557,0.059538839,,,
0,0.496221908,0.595194511,0.998967239,0.006755673,0.004235877,0.042443579,0.281702135,0.024019657,,,
0,0.496563155,0.602285994,0.999042229,0.015092621,0.005907145,0.020849118,0.276786229,0.056220247,,,
0,0.49831814,0.605046196,0.999027323,0.021167485,0.015918536,0.005164123,0.277294364,0.047277402,,,
0,0.460244723,0.595605298,0.998835862,0.004024948,0.00291583,0,0.277382479,0.046068938,,,
0,0.521084191,0.612743049,0.999094687,0.007548182,0.006069344,0.019916452,0.278415837,0.036152703,,,
0,0.526154146,0.599504173,0.99899809,0.011536937,0.006783017,0.001860769,0.277075789,0.050658995,,,
0,0.520694194,0.605435362,0.998996588,0.00819467,0.005973272,0.016206439,0.279991287,0.028462063,,,
0,0.483985765,0.604102106,0.999004445,0.015878266,0.011902876,0,0.277149947,0.049444577,,,
0,0.507629308,0.60299226,0.999033332,0.023355933,0.01391788,0,0.275626532,0.112641996,,,
0,0.550187686,0.603143603,0.999072849,0.011184989,0.006486069,0.024993178,0.278037896,0.039071308,,,
0,0.481304539,0.602747229,0.999020737,0.006711992,0.005381871,0.018441362,0.278570367,0.035122747,,,
0,0.527470385,0.603799421,0.999051357,0.012553471,0.008766206,0,0.276660893,0.059131941,,,
0,0.492955687,0.604383171,0.999030097,0.008310114,0.004373745,0.009609526,0.281110553,0.025288348,,,
0,0.514551748,0.608116289,0.999054477,0.012062989,0.005545941,0,0.27717622,0.049031637,,,
0,0.519036708,0.606682137,0.999035643,0.011235534,0.007705053,0.002162329,0.279848259,0.028966703,,,
0,0.501925608,0.602386889,0.999009067,0.008023064,0.006563425,0,0.279376253,0.030850222,,,
1,0.454346024,0.597522305,0.998899413,0.007389681,0.002059921,0.001682634,0.283088059,0.021746593,,,
1,0.468142154,0.602055377,0.998984455,0.007475796,0.00090644,0.013141005,0.28434491,0.020248959,,,
1,0.465314678,0.604750717,0.999004214,0.006496704,0.000993154,0.000399602,0.288748466,0.017113161,,,
0,0.496319407,0.600851843,0.998980065,0.006321353,0.002838474,0.048999383,0.280209331,0.027742998,,,
0,0.472285867,0.594531486,0.998911892,0.005961916,0.003355638,0.022112141,0.279133792,0.031973002,,,
0,0.479452055,0.603619251,0.998957417,0.020786831,0.018111336,813000000,0.275886662,0.090541115,,,
0,0.452932287,0.587202179,0.998792763,0.004250845,0.000949485,0.017049415,0.28002812,0.028336478,,,
0,0.427826257,0.596131394,0.998942627,0.008489209,0.004084907,0.008631682,0.279722062,0.029435741,,,
0,0.46970214,0.609060379,0.998968741,0.006276423,0.001542757,0,0.277163842,0.049225099,,,
0,0.438794911,0.585119417,0.998607771,0.011740369,0.006501041,0,0.276664967,0.059031503,,,
0,0.464973431,0.599655515,0.998964812,0.003359116,0.00246916,0,0.279153741,0.031876029,,,
0,0.487495734,0.594430591,0.998929108,0.01730603,0.002522187,0.002557644,0.278039074,0.039061185,,,
0,0.511090528,0.607763156,0.999111442,0.006385003,0.003855334,0.013530197,0.279392108,0.030780828,,,
0,0.480232048,0.594423385,0.99891894,0.008509802,0.00389526,0,0.279849356,0.028962728,,,
0,0.468093404,0.593565776,0.9989231,0.010708859,0.003958891,0,0.276402114,0.066485563,,,
0,0.496465656,0.60240851,0.999037261,0.008944746,0.00413731,0.018010123,0.277688093,0.042426418,,,
0,0.49368693,0.602574266,0.99899497,0.010529764,0.005364404,0.017560788,0.278328869,0.036770725,,,
0,0.469019646,0.603359806,0.999028017,0.00644491,0.002499105,0.008627826,0.280559133,0.026700864,,,
0,0.490128211,0.602271581,0.9990108,0.005228689,0.002950765,0.002328366,0.277703262,0.042264811,,,
0,0.589138595,0.616180689,0.999231611,0.015450186,0.00882859,0.017679028,0.277201841,0.048637253,,,
0,0.480475796,0.600916704,0.999011378,0.008634606,0.007016333,0.001642081,0.276761602,0.056764651,,,
0,0.458489738,0.600246472,0.999012418,0.01062524,0.002169093,0,0.278319491,0.036839133,,,
0,0.46975089,0.602905778,0.998975789,0.007407153,0.004185345,0.012914916,0.280229481,0.0276794,,,
0,0.492321942,0.60433993,0.999054824,0.006449278,0.003721208,0.035700835,0.278563123,0.0351692,,,
0,0.440988641,0.598740253,0.998975674,0.003670503,0.002822878,0.017955556,0.282460126,0.022676117,,,
0,0.488178228,0.602523818,0.998967123,0.009070175,0.003827885,0.009498218,0.279301253,0.031184941,,,
0,0.528445376,0.61220254,0.999139751,0.007017763,0.005021292,0.000694196,0.276731268,0.05745322,,,
0,0.514941744,0.605781288,0.999066725,0.023392751,0.016987175,848000000,0.275977957,0.084886812,,,
0,0.4970994,0.603547183,0.99900872,0.009298567,0.006891565,0.013266739,0.282003006,0.023453068,,,
0,0.517866719,0.61013419,0.999103238,0.0116087,0.005132335,0.003784256,0.277232018,0.048182889,,,
0,0.491151952,0.608224391,0.999077933,0.009913854,0.002614515,0,0.275823698,0.09496739,,,
0,0.528981621,0.606141628,0.999084519,0.005871433,0.003910232,0,0.27741106,0.045693724,,,
0,0.484375762,0.602985053,0.999040034,0.028928459,0.022067108,0,0.275323087,0.161061288,,,
0,0.544093989,0.601752692,0.999007218,0.009349737,0.005665095,0.001540084,0.277610583,0.043278299,,,
0,0.542485253,0.603287738,0.999050548,0.008780004,0.006666983,0.002898842,0.280952264,0.025668402,,,
0,0.501486862,0.609427925,0.999034718,0.005656145,0.001317551,0.009197164,0.286999024,0.018090518,,,
0,0.52683664,0.605493017,0.99902975,0.007222442,0.003006287,0.008702727,0.280788638,0.026081977,,,
0,0.487300736,0.599828478,0.998971976,0.006935392,0.002625121,0.001189123,0.302944798,0.013656675,,,
0,0.504168089,0.602963433,0.999062103,0.005623695,0.002943903,0.009505452,0.28032448,0.02738568,,,
0,0.507239312,0.600945531,0.999008836,0.013669848,0.0114456,0.001127499,0.277416245,0.045626488,,,
0,0.474089602,0.597298894,0.998969319,0.007120103,0.00383038,0.010752058,0.28029268,0.027482894,,,
0,0.524691659,0.611726891,0.999095381,0.007640538,0.004532825,0.001992377,0.281095963,0.025322592,,,
0,0.553551406,0.602502198,0.999056326,0.012758151,0.0087425,0.002027051,0.278686965,0.034398216,,,
0,0.540145274,0.602134652,0.999068689,0.013878272,0.00993154,0.006751462,0.27684272,0.055018306,,,
0,0.491639448,0.600152784,0.999004561,0.004101703,0.001897723,0.049628242,0.286180713,0.018649764,,,
0,0.524691659,0.608736073,0.99905933,0.014750656,0.005687553,0.002049328,0.278395473,0.036294823,,,
1,0.447228587,0.593500915,0.99890623,0.002573471,0.001016236,0.026360813,0.285292846,0.019354107,,,
1,0.456344757,0.594473832,0.998869486,0.003650535,0.00110295,0.019458961,0.286673693,0.018303715,,,
1,0.345780724,0.586618429,0.998704831,0.003578772,0.001207755,0.006847355,0.288556425,0.017208406,,,
1,0.469458392,0.602091411,0.999001441,0.004866755,0.00215225,0.059386738,0.280123918,0.028017811,,,
1,0.440842393,0.591641563,0.998790221,0.002169728,0.000941999,0.020423319,0.287870801,0.017571076,,,
1,0.370106762,0.602350855,0.998764222,0.004006852,0.002092985,0.018060008,0.288421119,0.017277111,,,
1,0.438112417,0.595093616,0.998813677,0.003983139,0.001341881,7000000000,0.284462246,0.020128788,,,
0,0.486033247,0.597897058,0.998936388,0.006365659,0.004612052,0.032300575,0.28206637,0.023339628,,,
0,0.467508409,0.593133369,0.998895022,0.004831186,0.002598295,0.026370363,0.280604811,0.026573867,,,
0,0.434456199,0.596325978,0.998790914,0.016738793,0.014061363,0,0.275936082,0.087378211,,,
0,0.457709745,0.587951686,0.998828813,0.004634619,0.001938272,0.011911151,0.281714644,0.023995136,,,
0,0.459659728,0.590070482,0.998844759,0.002806231,0.001696222,0.012702223,0.287350665,0.017872393,,,
0,0.421147565,0.593191023,0.998879076,0.006426189,0.002944527,0.006008865,0.280673031,0.026387799,,,
0,0.43884366,0.602617507,0.998820956,0.006733208,0.003449838,0,0.277539993,0.044094318,,,
0,0.446156096,0.593998184,0.998860242,0.009996225,0.004372498,0,0.277174461,0.049059013,,,
0,0.462243455,0.599100592,0.998952449,0.002490476,0.002076765,0,0.281311926,0.024831073,,,
0,0.484327012,0.598682598,0.998997974,0.013189974,0.00409676,0.00113338,0.278854218,0.033429609,,,
0,0.519329206,0.60721544,0.999107282,0.012144112,0.006763678,0.025760028,0.278850048,0.033452812,,,
0,0.486618242,0.598307845,0.998980873,0.012263924,0.006212827,0,0.279329755,0.031056468,,,
0,0.471213377,0.596967382,0.99892957,0.009477662,0.002771723,0.010903331,0.278813713,0.033656988,,,
0,0.460829718,0.592037937,0.998875957,0.007338511,0.005244003,0.004621579,0.278724768,0.034172276,,,
0,0.451567299,0.594740483,0.998916283,0.004684541,0.003592697,0.015394286,0.27937764,0.030844131,,,
0,0.495441915,0.600693293,0.998974981,0.011141307,0.005795478,0.023368347,0.278601324,0.034926182,,,
0,0.479890801,0.59838712,0.998964004,0.006235862,0.003251456,0.007164804,0.279369039,0.03088195,,,
0,0.47082338,0.598906009,0.998971399,0.00736784,0.004678803,0.02594185,0.281024282,0.025493133,,,
0,0.547993955,0.614443852,0.999173491,0.013792157,0.008301445,0.016219737,0.277218379,0.048386898,,,
0,0.435041193,0.596715144,0.998950253,0.008048649,0.006659497,0.005663154,0.277935778,0.03997622,,,
0,0.398089017,0.589465112,0.998810788,0.006863629,0.001643196,0.000213315,0.281488634,0.024452095,,,
0,0.50056062,0.603965177,0.999013111,0.007780319,0.004266445,0.013041405,0.279129958,0.031991744,,,
0,0.471359626,0.595028755,0.998925873,0.007027747,0.005127968,0.03708026,0.279163067,0.031830991,,,
0,0.468873397,0.595605298,0.99894644,0.002517933,0.001805394,0.021392616,0.281690784,0.024041986,,,
0,0.487203237,0.601572522,0.999040149,0.009221188,0.006952078,0.025685695,0.277911431,0.040200421,,,
0,0.494369424,0.603467908,0.998970705,0.010167831,0.002924564,0.01124403,0.278185711,0.037854862,,,
0,0.510505533,0.608354113,0.999065916,0.009084527,0.005933346,0,0.276001302,0.083566499,,,
