,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336
10,tt0080487,tt0080684,tt0081505,tt0080453,tt0080339,tt0080455,tt0081398,tt0080761,tt0081283,tt0081534,tt0080716,tt0080319,tt0080661,tt0080569,tt0080377,tt0080365,tt0081353,tt0080749,tt0081573,tt0080360,tt0081696,tt0080855,tt0081529,tt0081777,tt0081060,tt0081071,tt0080736,tt0081562,tt0081207,tt0080474,tt0080549,tt0081375,tt0081738,tt0080881,tt0081184,tt0081400,tt0080836,tt0081480,tt0080520,tt0081059,tt0080724,tt0081150,tt0080492,tt0081748,tt0081568,tt0081554,tt0080948,tt0081376,tt0080472,tt0080934,tt0080031,tt0081259,tt0081249,tt0082145,tt0080464,tt0080888,tt0080861,tt0080731,tt0081747,tt0080936,tt0081269,tt0081485,tt0081433,tt0080556,tt0080975,tt0081414,tt0081031,tt0080863,tt0081063,tt0081760,tt0081759,tt0081268,tt0081758,tt0081751,tt0080461,tt0080917,tt0080790,tt0081625,tt0081080,tt0080739,tt0081753,tt0080808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,tt0082971,tt0083131,tt0083907,tt0082010,tt0082348,tt0082136,tt0082329,tt0082186,tt0082340,tt0082089,tt0082533,tt0082406,tt0082085,tt0082948,tt0083190,tt0082517,tt0082846,tt0083169,tt0082979,tt0082418,tt0083170,tt0082495,tt0082031,tt0084445,tt0082783,tt0083111,tt0082970,tt0082934,tt0083284,tt0082245,tt0082766,tt0083133,tt0082146,tt0082288,tt0082220,tt0082242,tt0082163,tt0083015,tt0082427,tt0082449,tt0081974,tt0082763,tt0082353,tt0082817,tt0082377,tt0082894,tt0082677,tt0082009,tt0082945,tt0083336,tt0083064,tt0082474,tt0082801,tt0086262,tt0082497,tt0083366,tt0082402,tt0082138,tt0082121,tt0082648,tt0082405,tt0083254,tt0082352,tt0082467,tt0082816,tt0082812,tt0082558,tt0082200,tt0082507,tt0083232,tt0082111,tt0082764,tt0082992,tt0084132,tt0082969,tt0082350,tt0083365,tt0082958,tt0082525,tt0082001,tt0083163,tt0082853,tt0083006,tt0082263,tt0083326,tt0082042,tt0082619,tt0082886,tt0082193,tt0082676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,tt0083658,tt0083929,tt0083866,tt0084787,tt0083564,tt0082198,tt0084516,tt0084021,tt0083944,tt0084434,tt0084707,tt0084293,tt0083987,tt0083722,tt0084827,tt0085794,tt0084805,tt0084726,tt0083791,tt0083511,tt0084855,tt0083630,tt0084602,tt0084412,tt0084649,tt0084945,tt0084234,tt0083767,tt0082334,tt0085636,tt0084237,tt0084917,tt0086617,tt0083972,tt0083943,tt0084749,tt0083530,tt0084737,tt0083642,tt0084865,tt0083833,tt0083550,tt0084732,tt0082250,tt0085694,tt0084316,tt0083629,tt0085868,tt0084335,tt0084809,tt0084690,tt0083806,tt0083798,tt0084489,tt0084652,tt0084783,tt0084938,tt0084814,tt0084704,tt0084370,tt0084684,tt0083967,tt0084088,tt0084861,tt0084472,tt0084675,tt0083619,tt0083900,tt0083717,tt0084776,tt0083678,tt0084395,tt0084329,tt0083598,tt0084049,tt0083960,tt0084210,tt0083641,tt0085640,tt0083745,tt0084268,tt0084112,tt0083726,tt0084786,tt0084171,tt0084920,tt0084691,tt0084714,tt0084788,tt0084485,tt0084173,tt0084725,tt0083947,tt0082810,tt0083107,tt0083670,tt0084084,tt0084477,tt0084351,tt0084259,tt0084597,tt0083885,tt0084796,tt0084109,tt0084931,tt0083701,tt0084273,tt0083936,tt0084060,tt0084458,tt0082898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,tt0086250,tt0086066,tt0086190,tt0085549,tt0086465,tt0085995,tt0086425,tt0086200,tt0086567,tt0088161,tt0085334,tt0086525,tt0086491,tt0086383,tt0086393,tt0085244,tt0085154,tt0086143,tt0086320,tt0085333,tt0086006,tt0085382,tt0085970,tt0085811,tt0086197,tt0086216,tt0087425,tt0086361,tt0086325,tt0085407,tt0085271,tt0086154,tt0085615,tt0085750,tt0085980,tt0085470,tt0085542,tt0087127,tt0086896,tt0085255,tt0086312,tt0086346,tt0085475,tt0085210,tt0086355,tt0085121,tt0086336,tt0085276,tt0086508,tt0086619,tt0085672,tt0085862,tt0086397,tt0085894,tt0086429,tt0086129,tt0085159,tt0085318,tt0086352,tt0086423,tt0085384,tt0086112,tt0086510,tt0085450,tt0086379,tt0086011,tt0085678,tt0086494,tt0086637,tt0086005,tt0086450,tt0086232,tt0086192,tt0083906,tt0086058,tt0087746,tt0085891,tt0085473,tt0085387,tt0086356,tt0086374,tt0085551,tt0085919,tt0086582,tt0085412,tt0085724,tt0085863,tt0085603,tt0086370,tt0085994,tt0086014,tt0085867,tt0085935,tt0085656,tt0085398,tt0086366,tt0085871,tt0085208,tt0085380,tt0085513,tt0085838,tt0086205,tt0086405,tt0085823,tt0085588,tt0085873,tt0085248,tt0085892,tt0086625,tt0085409,tt0087763,tt0085895,tt0086476,tt0085254,tt0085608,tt0089823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,tt0087332,tt0087182,tt0087843,tt0088247,tt0087538,tt0086879,tt0088128,tt0088323,tt0086960,tt0087800,tt0087469,tt0087277,tt0087262,tt0087985,tt0087928,tt0087363,tt0088011,tt0088258,tt0088000,tt0086856,tt0086979,tt0086984,tt0087451,tt0086927,tt0088286,tt0087781,tt0087050,tt0086859,tt0088194,tt0087597,tt0087298,tt0088103,tt0086837,tt0088206,tt0087078,tt0086987,tt0087799,tt0086993,tt0087957,tt0088024,tt0088170,tt0088172,tt0087995,tt0088272,tt0087032,tt0087089,tt0088333,tt0088146,tt0086973,tt0087175,tt0087015,tt0087385,tt0088414,tt0087910,tt0087428,tt0087100,tt0087892,tt0088117,tt0087921,tt0086998,tt0088184,tt0086999,tt0087365,tt0087755,tt0086969,tt0088402,tt0087233,tt0087932,tt0086873,tt0087197,tt0087222,tt0088224,tt0086946,tt0087980,tt0087065,tt0088001,tt0087265,tt0087263,tt0088242,tt0089200,tt0088213,tt0087727,tt0087747,tt0087700,tt0086955,tt0087983,tt0088395,tt0089304,tt0087805,tt0087968,tt0087482,tt0087513,tt0087810,tt0087359,tt0087062,tt0088322,tt0088379,tt0089523,tt0087003,tt0087464,tt0087589,tt0088256,tt0087004,tt0088007,tt0087629,tt0087268,tt0087452,tt0087718,tt0087951,tt0087260,tt0087042,tt0087635,tt0087751,tt0086992,tt0087525,tt0087313,tt0087096,tt0087229,tt0086985,tt0087054,tt0087091,tt0086886,tt0087956,tt0087835,tt0087722,tt0087666,tt0088153,tt0088046,tt0088326,tt0088006,tt0087730,tt0087397,tt0087864,tt0088330,tt0087006,tt0086945,tt0088385,tt0086974,tt0087648,tt0088405,tt0087688,tt0089365,tt0086876,tt0086857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,tt0088763,tt0089218,tt0088847,tt0088930,tt0090305,tt0090022,tt0089469,tt0088944,tt0090098,tt0088939,tt0090060,tt0088794,tt0089560,tt0088846,tt0089155,tt0089886,tt0088933,tt0089767,tt0090329,tt0089927,tt0089880,tt0090264,tt0089730,tt0089457,tt0089393,tt0090142,tt0089755,tt0088915,tt0089175,tt0089092,tt0088680,tt0089798,tt0089907,tt0090270,tt0089461,tt0089470,tt0089893,tt0089670,tt0091223,tt0089885,tt0090180,tt0089686,tt0089114,tt0090319,tt0089941,tt0090056,tt0088993,tt0088814,tt0090196,tt0089601,tt0089791,tt0089370,tt0089208,tt0090021,tt0090103,tt0089822,tt0089173,tt0089017,tt0089346,tt0089695,tt0088708,tt0088850,tt0089360,tt0089385,tt0089421,tt0088889,tt0090357,tt0090350,tt0089015,tt0089222,tt0089839,tt0089643,tt0089841,tt0089981,tt0087231,tt0088967,tt0089126,tt0090110,tt0090213,tt0089265,tt0089348,tt0088961,tt0090037,tt0089424,tt0089853,tt0089603,tt0089826,tt0089003,tt0088851,tt0088979,tt0089543,tt0090274,tt0089652,tt0089679,tt0088757,tt0089243,tt0088707,tt0088936,tt0089264,tt0088885,tt0089572,tt0089167,tt0089629,tt0089504,tt0088683,tt0090036,tt0090184,tt0089961,tt0091183,tt0090151,tt0088760,tt0089444,tt0090203,tt0089847,tt0088678,tt0090209,tt0089604,tt0089160,tt0090217,tt0089420,tt0089816,tt0091818,tt0090073,tt0088960,tt0090293,tt0089945,tt0090223,tt0090065,tt0088758,tt0089984,tt0089883,tt0089079,tt0089877,tt0088765,tt0089731,tt0090994,tt0089715,tt0090112,tt0089569,tt0088689,tt0089139,tt0088947,tt0090169,tt0090096,tt0089555,tt0088895,tt0088934,tt0089628,tt0090219,tt0089649,tt0089272,tt0089007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,tt0092099,tt0092005,tt0090605,tt0091042,tt0091763,tt0091064,tt0091419,tt0092076,tt0091790,tt0091369,tt0090756,tt0091635,tt0090728,tt0091225,tt0090685,tt0091474,tt0091326,tt0091949,tt0090863,tt0091059,tt0092086,tt0091396,tt0090859,tt0091817,tt0090830,tt0091187,tt0091499,tt0091738,tt0091209,tt0092240,tt0091557,tt0092007,tt0092272,tt0091680,tt0091445,tt0090633,tt0090888,tt0099763,tt0091083,tt0090583,tt0091167,tt0091860,tt0091080,tt0091129,tt0090927,tt0091983,tt0090887,tt0092214,tt0091217,tt0091149,tt0091541,tt0092106,tt0091188,tt0091877,tt0090670,tt0089118,tt0091630,tt0090848,tt0091828,tt0091278,tt0091777,tt0092115,tt0090917,tt0091991,tt0091778,tt0090660,tt0090967,tt0092654,tt0091993,tt0091875,tt0091981,tt0091276,tt0091159,tt0092147,tt0091939,tt0091306,tt0090655,tt0090768,tt0092074,tt0092112,tt0091799,tt0090966,tt0090856,tt0089997,tt0091055,tt0090735,tt0092534,tt0090568,tt0091836,tt0090713,tt0090327,tt0092133,tt0092105,tt0091637,tt0090693,tt0092226,tt0090567,tt0092117,tt0091647,tt0091053,tt0091472,tt0091178,tt0091344,tt0091653,tt0091575,tt0090631,tt0091164,tt0091814,tt0091786,tt0091024,tt0091554,tt0094293,tt0091003,tt0091310,tt0090799,tt0090678,tt0091706,tt0091603,tt0090557,tt0090729,tt0091019,tt0091508,tt0093164,tt0092238,tt0091579,tt0090774,tt0092216,tt0091282,tt0090886,tt0091584,tt0092684,tt0091534,tt0092225,tt0092173,tt0091430,tt0091051,tt0092850,tt0092934,tt0092042,tt0092079,tt0091642,tt0090904,tt0092210,tt0091400,tt0091173,tt0091313,tt0091725,tt0092035,tt0091370,tt0092104,tt0091295,tt0090753,tt0091442,tt0090970,tt0091767,tt0090556,tt0090659,tt0090934,tt0092224,tt0091677,tt0091613,tt0091668,tt0091658,tt0092530,tt0091351,tt0092205,tt0091713,tt0090710,tt0092022,tt0091815,tt0091699,tt0091681,tt0091895,tt0092195,tt0091259,tt0091123,tt0166948,tt0093763,tt0091281,tt0091528,tt0104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,tt0093779,tt0092890,tt0093773,tt0093605,tt0093437,tt0093058,tt0093870,tt0092513,tt0094226,tt0093693,tt0093010,tt0094012,tt0093493,tt0093565,tt0092965,tt0094072,tt0093886,tt0093507,tt0093409,tt0093894,tt0094291,tt0092718,tt0093692,tt0092563,tt0092991,tt0093822,tt0094006,tt0093640,tt0093105,tt0092644,tt0093748,tt0093260,tt0093389,tt0094332,tt0093137,tt0093629,tt0092699,tt0094137,tt0093378,tt0093777,tt0093407,tt0093936,tt0093560,tt0093483,tt0092494,tt0094074,tt0093036,tt0093756,tt0093148,tt0092746,tt0093300,tt0092834,tt0094118,tt0094142,tt0092546,tt0094035,tt0092796,tt0093185,tt0092666,tt0092615,tt0092925,tt0092974,tt0092618,tt0092605,tt0094138,tt0094025,tt0093209,tt0090570,tt0093072,tt0090738,tt0092656,tt0093277,tt0093857,tt0092548,tt0093818,tt0092752,tt0093223,tt0094321,tt0094008,tt0094082,tt0093220,tt0093793,tt0093737,tt0093278,tt0093780,tt0093467,tt0092997,tt0092690,tt0092857,tt0093011,tt0092809,tt0093509,tt0093215,tt0093415,tt0092608,tt0093186,tt0092627,tt0093648,tt0093200,tt0094155,tt0093231,tt0094056,tt0093073,tt0093638,tt0093690,tt0092537,tt0092632,tt0093476,tt0093589,tt0093660,tt0094033,tt0093966,tt0095684,tt0092795,tt0097991,tt0091343,tt0096409,tt0094318,tt0093418,tt0092842,tt0092655,tt0093969,tt0093029,tt0093828,tt0095333,tt0095958,tt0093405,tt0091707,tt0093477,tt0093626,tt0093986,tt0094169,tt0092751,tt0093854,tt0095904,tt0091671,tt0093898,tt0092897,tt0092641,tt0094315,tt0095916,tt0093974,tt0093980,tt0093225,tt0093175,tt0092798,tt0092585,tt0094140,tt0094048,tt0093596,tt0094071,tt0093964,tt0094288,tt0094383,tt0094021,tt0092812,tt0093940,tt0094020,tt0092802,tt0092710,tt0095832,tt0093253,tt0093743,tt0093143,tt0093567,tt0093093,tt0096465,tt0092854,tt0092822,tt0093891,tt0092646,tt0093539,tt0094078,tt0092638,tt0094089,tt0093881,tt0094034,tt0093051,tt0092569,tt0095977,tt0092767,tt0092969,tt0094304,tt0092847,tt0093104,tt0094813,tt0092717,tt0093347,tt0091192,tt0093683,tt0095875,tt0093658,tt0093714,tt0094188,tt0093067,tt0092844,tt0093778,tt0094361,tt0094286,tt0093429,tt0094023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,tt0097493,tt0096446,tt0095016,tt0094721,tt0095953,tt0094715,tt0096320,tt0096256,tt0094898,tt0096438,tt0095705,tt0094737,tt0094608,tt0094963,tt0092675,tt0095647,tt0094889,tt0096487,tt0094947,tt0094824,tt0094862,tt0095631,tt0096463,tt0095159,tt0095497,tt0095690,tt0095253,tt0095031,tt0095489,tt0096332,tt0095270,tt0094761,tt0095956,tt0096324,tt0094812,tt0095776,tt0097257,tt0095444,tt0094964,tt0095963,tt0094612,tt0095560,tt0094894,tt0094027,tt0096061,tt0094846,tt0096018,tt0094669,tt0095271,tt0095174,tt0095687,tt0095925,tt0096094,tt0095088,tt0095742,tt0095519,tt0098577,tt0094602,tt0095304,tt0093624,tt0095583,tt0094961,tt0097889,tt0096244,tt0095188,tt0097390,tt0095243,tt0095348,tt0095179,tt0095593,tt0096378,tt0093744,tt0096071,tt0095889,tt0096426,tt0095897,tt0096098,tt0096054,tt0096316,tt0095409,tt0095990,tt0094716,tt0096101,tt0098300,tt0095652,tt0098356,tt0094890,tt0095082,tt0094739,tt0094631,tt0095484,tt0095599,tt0094597,tt0094606,tt0096219,tt0095863,tt0095800,tt0095169,tt0096037,tt0095882,tt0095145,tt0094747,tt0095736,tt0096073,tt0092783,tt0094919,tt0094744,tt0094799,tt0096193,tt0095662,tt0094731,tt0098180,tt0094884,tt0094746,tt0096171,tt0094933,tt0096380,tt0096087,tt0095178,tt0096028,tt0094593,tt0094921,tt0094910,tt0092559,tt0095836,tt0094663,tt0096483,tt0096425,tt0094712,tt0095389,tt0095119,tt0095654,tt0096259,tt0096289,tt0095638,tt0096180,tt0095756,tt0095774,tt0095384,tt0095532,tt0095107,tt0096152,tt0096003,tt0096340,tt0094701,tt0095927,tt0094792,tt0096029,tt0095853,tt0094594,tt0094869,tt0097125,tt0094783,tt0095288,tt0095825,tt0096211,tt0095326,tt0096223,tt0096294,tt0095877,tt0095357,tt0094678,tt0095640,tt0095981,tt0095186,tt0096466,tt0095924,tt0094882,tt0095296,tt0095286,tt0095238,tt0096203,tt0095362,tt0096030,tt0095275,tt0096166,tt0095036,tt0095649,tt0095280,tt0095626,tt0095428,tt0098619,tt0095803,tt0094827,tt0095613,tt0095665,tt0095050,tt0096161,tt0095496,tt0096072,tt0096176,tt0094923,tt0096267,tt0096271,tt0094599,tt0094768,tt0096241,tt0095415,tt0096200,tt0097008,tt0096156,tt0095135,tt0093702,tt0094637,tt0095726,tt0096455,tt0095894,tt0096291,tt0095629,tt0094671,tt0095177,tt0096049,tt0096281,tt0095835,tt0094934,tt0103947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,tt0096895,tt0098206,tt0098067,tt0097428,tt0097165,tt0097576,tt0098635,tt0097647,tt0097757,tt0096874,tt0098258,tt0098627,tt0098384,tt0097441,tt0097523,tt0098554,tt0096933,tt0097778,tt0098724,tt0097216,tt0096754,tt0097815,tt0096734,tt0097790,tt0097958,tt0096928,tt0097351,tt0097722,tt0098084,tt0098453,tt0097742,tt0097027,tt0098439,tt0097481,tt0096969,tt0097967,tt0098282,tt0097239,tt0097659,tt0097733,tt0098621,tt0096794,tt0097138,tt0097737,tt0098546,tt0100934,tt0098519,tt0098536,tt0097240,tt0097770,tt0098663,tt0097368,tt0097758,tt0096913,tt0098273,tt0097388,tt0098051,tt0097236,tt0097880,tt0097613,tt0097981,tt0098382,tt0097123,tt0098309,tt0104740,tt0097438,tt0097322,tt0097100,tt0097474,tt0098320,tt0097116,tt0097940,tt0097044,tt0097235,tt0098622,tt0097670,tt0098343,tt0098308,tt0098193,tt0098645,tt0096945,tt0097457,tt0098319,tt0097637,tt0097714,tt0097366,tt0097965,tt0097179,tt0098625,tt0100188,tt0097336,tt0097579,tt0098090,tt0098471,tt0102800,tt0100049,tt0098097,tt0097987,tt0097626,tt0097731,tt0098105,tt0097883,tt0100031,tt0100211,tt0100842,tt0094764,tt0097243,tt0097109,tt0097662,tt0097262,tt0096926,tt0096804,tt0097500,tt0098068,tt0098649,tt0097527,tt0099733,tt0097166,tt0097328,tt0096769,tt0098115,tt0096943,tt0097458,tt0098335,tt0098385,tt0097756,tt0097314,tt0097570,tt0097142,tt0097607,tt0097530,tt0098442,tt0098093,tt0097490,tt0098503,tt0098524,tt0097334,tt0097373,tt0097971,tt0098222,tt0098184,tt0098188,tt0097276,tt0098347,tt0098261,tt0097782,tt0097211,tt0096246,tt0096953,tt0097567,tt0097424,tt0098022,tt0098283,tt0096976,tt0098660,tt0097892,tt0099242,tt0096978,tt0098383,tt0097053,tt0098659,tt0098276,tt0098219,tt0097119,tt0101561,tt0098678,tt0096744,tt0098153,tt0100116,tt0098502,tt0098230,tt0098513,tt0098528,tt0098205,tt0100468,tt0096952,tt0098557,tt0098042,tt0097335,tt0097076,tt0097003,tt0098224,tt0097261,tt0096869,tt0098330,tt0098631,tt0100003,tt0096918,tt0100023,tt0096911,tt0096820,tt0098158,tt0098325,tt0097146,tt0064820,tt0097934,tt0098038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,tt0099685,tt0100405,tt0099785,tt0100758,tt0099348,tt0099653,tt0099938,tt0100802,tt0099674,tt0099810,tt0100157,tt0100814,tt0099487,tt0099994,tt0100935,tt0099422,tt0099088,tt0099871,tt0100212,tt0100150,tt0099077,tt0099423,tt0099611,tt0100436,tt0100403,tt0099329,tt0100054,tt0099797,tt0099731,tt0099365,tt0099371,tt0100502,tt0100260,tt0100944,tt0099939,tt0100485,tt0100477,tt0100631,tt0100994,tt0100404,tt0099700,tt0100507,tt0099615,tt0102744,tt0099582,tt0100029,tt0099052,tt0099850,tt0099762,tt0099528,tt0100419,tt0100140,tt0103923,tt0099800,tt0099165,tt0099703,tt0099253,tt0100135,tt0100258,tt0100133,tt0099040,tt0099892,tt0099817,tt0098987,tt0100050,tt0100232,tt0099160,tt0100395,tt0100685,tt0100114,tt0100828,tt0099726,tt0102943,tt0100486,tt0099141,tt0098966,tt0099044,tt0099739,tt0099819,tt0103251,tt0100514,tt0099277,tt0099699,tt0100998,tt0100519,tt0100449,tt0099385,tt0099005,tt0100318,tt0100740,tt0099091,tt0099292,tt0100168,tt0099697,tt0100201,tt0100530,tt0099472,tt0103069,tt0100475,tt0100442,tt0099327,tt0100639,tt0100928,tt0100142,tt0099399,tt0099173,tt0099204,tt0099578,tt0100827,tt0100046,tt0100224,tt0099747,tt0100911,tt0099409,tt0099575,tt0099073,tt0098994,tt0100143,tt0099166,tt0099710,tt0101326,tt0103035,tt0103130,tt0099878,tt0099012,tt0100613,tt0099395,tt0099316,tt0100129,tt0099612,tt0100666,tt0099450,tt0101531,tt0100602,tt0100087,tt0100196,tt0099512,tt0099750,tt0099691,tt0099018,tt0100680,tt0099595,tt0099654,tt0100691,tt0100707,tt0100053,tt0099581,tt0100301,tt0100873,tt0099991,tt0100791,tt0099969,tt0099291,tt0100200,tt0099128,tt0100134,tt0099606,tt0100604,tt0100924,tt0099832,tt0100611,tt0099743,tt0099310,tt0100822,tt0100608,tt0100879,tt0099460,tt0100151,tt0099164,tt0097115,tt0100665,tt0099623,tt0100065,tt0099520,tt0102432,tt0100606,tt0101812,tt0100946,tt0099342,tt0100899,tt0099280,tt0100480,tt0099039,tt0101578,tt0102750,tt0102458,tt0100774,tt0101951,tt0099857,tt0105562,tt0099155,tt0101510,tt0107284,tt0099841,tt0099480,tt0105109,tt0099622,tt0105680,tt0099014,tt0100317,tt0100800,tt0100101,tt0100067,tt0099305,tt0104763,tt0102344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
